,Neighbourhood,Detailsـtransaction,Date,Total_price,Area,Price_per_meter
339,الخير,5463/1,"Thursday, 13 January 2022 ",685000.0,455.00,1505.00
340,الخير,5463/2,"Thursday, 13 January 2022 ",685000.0,455.00,1505.00
341,الخير,5492,"Tuesday, 11 January 2022 ",1550000.0,937.50,1653.00
342,الخير,5507,"Saturday, 8 January 2022 ",1250000.0,975.00,1282.00
343,الخير,5510,"Wednesday, 26 January 2022 ",1400000.0,975.00,1436.00
344,الخير,557/2,"Thursday, 27 January 2022 ",830000.0,437.50,1897.00
345,الخير,5577/2,"Tuesday, 4 January 2022 ",740000.0,437.50,1691.00
346,الخير,5648/1,"Monday, 10 January 2022 ",650000.0,450.00,1444.00
347,الخير,5648/2,"Monday, 10 January 2022 ",650000.0,450.00,1444.00
348,الخير,5663,"Monday, 10 January 2022 ",1205400.0,840.00,1435.00
349,الخير,5675/2,"Wednesday, 19 January 2022 ",700000.0,450.00,1556.00
350,الخير,5685/2,"Sunday, 30 January 2022 ",670000.0,405.00,1654.00
351,الخير,5688/1,"Monday, 3 January 2022 ",600000.0,405.00,1481.00
352,الخير,5698/2,"Sunday, 9 January 2022 ",600000.0,397.67,1509.00
353,الخير,5716/2,"Sunday, 9 January 2022 ",600000.0,382.38,1569.00
354,الخير,5797,"Wednesday, 19 January 2022 ",1560000.0,910.00,1714.00
355,الخير,5800/1,"Tuesday, 18 January 2022 ",780000.0,455.00,1714.00
356,الخير,5821/1,"Tuesday, 4 January 2022 ",650000.0,472.50,1376.00
357,الخير,5865/1,"Thursday, 20 January 2022 ",900000.0,656.25,1371.00
358,الخير,5867/2,"Sunday, 30 January 2022 ",950000.0,656.25,1448.00
359,الخير,5878/2,"Wednesday, 5 January 2022 ",650000.0,420.00,1548.00
360,الخير,5880/1,"Monday, 3 January 2022 ",650000.0,420.00,1548.00
361,الخير,5882/1,"Monday, 3 January 2022 ",650000.0,420.00,1548.00
362,الخير,5882/2,"Monday, 3 January 2022 ",650000.0,420.00,1548.00
363,الخير,5922,"Wednesday, 26 January 2022 ",1200000.0,910.00,1319.00
364,الخير,5953/2,"Wednesday, 26 January 2022 ",1050000.0,420.00,2500.00
365,الخير,5963,"Sunday, 23 January 2022 ",1499652.0,875.00,1714.00
366,الخير,5968,"Sunday, 23 January 2022 ",1100000.0,875.00,1257.00
367,الخير,6024,"Thursday, 20 January 2022 ",1300000.0,875.00,1486.00
368,الخير,6026,"Sunday, 9 January 2022 ",1200000.0,875.00,1371.00
369,الخير,6028,"Wednesday, 12 January 2022 ",1300000.0,950.95,1367.00
370,الخير,6050/1,"Wednesday, 26 January 2022 ",645000.0,437.50,1474.00
371,الخير,6052/1,"Monday, 31 January 2022 ",450000.0,276.00,1630.00
372,الخير,6052/2,"Monday, 31 January 2022 ",500000.0,279.91,1786.00
373,الخير,6052/3,"Monday, 31 January 2022 ",500000.0,290.04,1724.00
374,الخير,6078/1,"Tuesday, 25 January 2022 ",785000.0,455.00,1725.00
375,الخير,6078/2,"Wednesday, 19 January 2022 ",750000.0,455.00,1648.00
376,الخير,6183/1,"Thursday, 13 January 2022 ",570000.0,400.50,1423.00
377,الخير,6183/2,"Monday, 10 January 2022 ",660000.0,400.50,1648.00
378,الخير,6185/1,"Thursday, 13 January 2022 ",650000.0,399.00,1629.00
379,الخير,6384/1,"Sunday, 23 January 2022 ",600000.0,312.50,1920.00
380,الخير,6583/1,"Wednesday, 26 January 2022 ",680000.0,437.53,1554.00
381,الخير,6583/2,"Sunday, 9 January 2022 ",675000.0,437.50,1543.00
382,الخير,6584/1,"Thursday, 27 January 2022 ",680000.0,437.50,1554.00
383,الخير,787/1,"Tuesday, 11 January 2022 ",600000.0,422.50,1420.00
384,الخير,867,"Sunday, 9 January 2022 ",1300000.0,840.00,1548.00
385,الخير,490,"Sunday, 23 January 2022 ",900000.0,705.00,1277.00
386,الخير,580,"Wednesday, 19 January 2022 ",950000.0,750.00,1267.00
387,الخير,586,"Tuesday, 11 January 2022 ",1200000.0,750.00,1600.00
388,الخير,587,"Tuesday, 11 January 2022 ",1200000.0,750.00,1600.00
389,الخير,588,"Tuesday, 11 January 2022 ",1200000.0,750.00,1600.00
390,الخير,100,"Wednesday, 19 January 2022 ",1050000.0,780.00,1346.00
391,الخير,101,"Wednesday, 19 January 2022 ",1050000.0,780.00,1346.00
392,الخير,102,"Wednesday, 19 January 2022 ",1050000.0,780.00,1346.00
393,الخير,103,"Wednesday, 19 January 2022 ",1050000.0,780.00,1346.00
394,الخير,104,"Wednesday, 19 January 2022 ",1062500.0,754.00,1409.00
395,الخير,105,"Wednesday, 19 January 2022 ",1062500.0,754.00,1409.00
396,الخير,106,"Wednesday, 19 January 2022 ",1062500.0,725.00,1466.00
397,الخير,107,"Wednesday, 19 January 2022 ",1062500.0,724.99,1466.00
398,الخير,108,"Wednesday, 19 January 2022 ",1062500.0,725.00,1466.00
399,الخير,109,"Wednesday, 19 January 2022 ",1062500.0,724.99,1466.00
400,الخير,110,"Wednesday, 19 January 2022 ",1062500.0,725.00,1466.00
401,الخير,111,"Wednesday, 19 January 2022 ",1062500.0,725.00,1466.00
402,الخير,114/1,"Tuesday, 25 January 2022 ",600000.0,362.50,1655.00
403,الخير,114/2,"Monday, 31 January 2022 ",630000.0,362.50,1738.00
404,الخير,121,"Sunday, 9 January 2022 ",1000000.0,754.00,1326.00
405,الخير,165,"Wednesday, 5 January 2022 ",930000.0,705.00,1319.00
406,الخير,179,"Thursday, 20 January 2022 ",1150000.0,783.00,1469.00
407,الخير,188,"Friday, 21 January 2022 ",1050000.0,710.50,1478.00
408,الخير,334,"Wednesday, 19 January 2022 ",1050000.0,795.00,1321.00
409,الخير,334,"Wednesday, 26 January 2022 ",1300000.0,795.00,1635.00
410,الخير,335,"Wednesday, 19 January 2022 ",1050000.0,795.00,1321.00
411,الخير,335,"Wednesday, 26 January 2022 ",1300000.0,795.00,1635.00
412,الخير,336,"Wednesday, 19 January 2022 ",1050000.0,780.00,1346.00
413,الخير,336,"Wednesday, 26 January 2022 ",1300000.0,780.00,1667.00
414,الخير,337,"Wednesday, 19 January 2022 ",1050000.0,780.00,1346.00
415,الخير,337,"Wednesday, 26 January 2022 ",1300000.0,780.00,1667.00
416,الخير,338,"Wednesday, 19 January 2022 ",1050000.0,780.00,1346.00
417,الخير,338,"Wednesday, 26 January 2022 ",1300000.0,780.00,1667.00
418,الخير,339,"Wednesday, 19 January 2022 ",1050000.0,780.00,1346.00
419,الخير,339,"Wednesday, 26 January 2022 ",1300000.0,780.00,1667.00
420,الخير,340,"Wednesday, 19 January 2022 ",1050000.0,780.00,1346.00
421,الخير,340,"Wednesday, 26 January 2022 ",1300000.0,780.00,1667.00
422,الخير,341,"Wednesday, 19 January 2022 ",1050000.0,780.00,1346.00
423,الخير,341,"Wednesday, 26 January 2022 ",1300000.0,780.00,1667.00
424,الخير,342,"Wednesday, 19 January 2022 ",1050000.0,795.00,1321.00
425,الخير,342,"Wednesday, 26 January 2022 ",1300000.0,795.00,1635.00
426,الخير,343,"Wednesday, 19 January 2022 ",1050000.0,795.00,1321.00
427,الخير,343,"Wednesday, 26 January 2022 ",1300000.0,795.00,1635.00
428,الخير,368,"Wednesday, 19 January 2022 ",1050000.0,795.27,1320.00
429,الخير,369,"Wednesday, 19 January 2022 ",1050000.0,795.89,1319.00
430,الخير,370,"Wednesday, 19 January 2022 ",1050000.0,780.00,1346.00
431,الخير,371,"Wednesday, 19 January 2022 ",1050000.0,780.00,1346.00
432,الخير,372,"Wednesday, 19 January 2022 ",1050000.0,780.00,1346.00
433,الخير,373,"Wednesday, 19 January 2022 ",1050000.0,780.00,1346.00
434,الخير,374,"Wednesday, 19 January 2022 ",1050000.0,780.00,1346.00
435,الخير,375,"Wednesday, 19 January 2022 ",1050000.0,780.00,1346.00
436,الخير,376,"Wednesday, 19 January 2022 ",1050000.0,794.74,1321.00
437,الخير,377,"Wednesday, 19 January 2022 ",1050000.0,794.11,1322.00
438,الخير,471/1,"Monday, 3 January 2022 ",500000.0,355.25,1407.00
439,الخير,476/1,"Tuesday, 18 January 2022 ",475000.0,355.25,1337.00
440,الخير,476/1,"Sunday, 23 January 2022 ",620000.0,355.25,1745.00
441,الخير,487/1,"Wednesday, 26 January 2022 ",590000.0,348.00,1695.00
442,الخير,487/2,"Wednesday, 26 January 2022 ",590000.0,362.50,1628.00
443,الخير,530/1,"Monday, 3 January 2022 ",490000.0,355.25,1379.00
444,الخير,530/2,"Monday, 31 January 2022 ",630000.0,354.37,1778.00
445,الخير,94,"Wednesday, 19 January 2022 ",1050000.0,810.00,1296.00
446,الخير,95,"Wednesday, 19 January 2022 ",1050000.0,810.00,1296.00
447,الخير,96,"Wednesday, 19 January 2022 ",1050000.0,780.00,1346.00
448,الخير,97,"Wednesday, 19 January 2022 ",1050000.0,780.00,1346.00
449,الخير,98,"Wednesday, 19 January 2022 ",1050000.0,780.00,1346.00
450,الخير,99,"Wednesday, 19 January 2022 ",1050000.0,780.00,1346.00
451,الخير,1/1,"Thursday, 6 January 2022 ",14700000.0,24000.00,613.00
452,الخير,8/22,"Monday, 31 January 2022 ",720000.0,480.00,1500.00
453,الخير,8/24,"Monday, 31 January 2022 ",720000.0,480.00,1500.00
454,الخير,8/26,"Monday, 31 January 2022 ",720000.0,480.00,1500.00
455,الخير,8/28,"Monday, 31 January 2022 ",720000.0,480.00,1500.00
456,الخير,8/32,"Monday, 31 January 2022 ",720000.0,480.00,1500.00
457,الخير,عدد العقارات 10-أول…,"Tuesday, 18 January 2022 ",7805096.0,6003.92,1300.00
458,الخير,عدد العقارات 10-أول…,"Tuesday, 18 January 2022 ",7292998.0,5610.00,1300.00
459,الخير,218,"Monday, 10 January 2022 ",900000.0,735.00,1224.00
460,الخير,447/1,"Thursday, 6 January 2022 ",450000.0,375.00,1200.00
461,الخير,447/2,"Thursday, 6 January 2022 ",450000.0,375.00,1200.00
462,الخير,449/2,"Thursday, 6 January 2022 ",450000.0,375.00,1200.00
463,الخير,466,"Tuesday, 4 January 2022 ",830000.0,787.50,1054.00
464,الخير,479,"Wednesday, 26 January 2022 ",830000.0,770.00,1078.00
465,الخير,65,"Monday, 31 January 2022 ",950000.0,810.75,1172.00
466,الخير,10,"Thursday, 20 January 2022 ",520000.0,735.00,707.00
467,الخير,222,"Sunday, 23 January 2022 ",750000.0,726.77,1032.00
468,الخير,257/1,"Monday, 10 January 2022 ",440000.0,379.75,1159.00
469,الخير,257/1,"Thursday, 27 January 2022 ",515000.0,379.75,1356.00
470,الخير,257/2,"Monday, 10 January 2022 ",440000.0,379.75,1159.00
471,الخير,257/2,"Thursday, 27 January 2022 ",515000.0,379.75,1356.00
472,الخير,357/1,"Sunday, 9 January 2022 ",430000.0,276.03,1558.00
473,الخير,357/2,"Monday, 31 January 2022 ",525000.0,342.35,1534.00
474,الخير,386,"Thursday, 27 January 2022 ",970000.0,818.53,1185.00
475,الخير,429,"Monday, 17 January 2022 ",900000.0,749.64,1201.00
476,الخير,429,"Sunday, 23 January 2022 ",1100000.0,749.64,1467.00
477,الخير,430,"Monday, 17 January 2022 ",900000.0,750.37,1199.00
478,الخير,438,"Monday, 24 January 2022 ",1040000.0,748.47,1390.00
479,الخير,444/1,"Sunday, 9 January 2022 ",510000.0,405.00,1259.00
480,الخير,444/2,"Monday, 10 January 2022 ",500000.0,405.00,1235.00
481,الخير,58,"Monday, 31 January 2022 ",950000.0,808.48,1175.00
482,الخير,88,"Tuesday, 25 January 2022 ",1072500.0,858.00,1250.00
483,الخير,89,"Tuesday, 25 January 2022 ",1072500.0,858.00,1250.00
484,الخير,96/1,"Sunday, 23 January 2022 ",540000.0,403.00,1340.00
485,الخير,198,"Wednesday, 5 January 2022 ",1000000.0,750.00,1333.00
486,الخير,224/2,"Thursday, 13 January 2022 ",500000.0,363.00,1377.00
487,الخير,26,"Monday, 3 January 2022 ",800000.0,729.00,1097.00
488,الخير,26,"Wednesday, 12 January 2022 ",990000.0,729.00,1358.00
489,الخير,325,"Wednesday, 5 January 2022 ",937500.0,750.00,1250.00
490,الخير,399,"Sunday, 16 January 2022 ",900000.0,726.00,1240.00
491,الخير,399,"Wednesday, 26 January 2022 ",1100000.0,726.00,1515.00
492,الخير,401,"Wednesday, 12 January 2022 ",800000.0,726.00,1102.00
493,الخير,401,"Saturday, 15 January 2022 ",1000000.0,726.00,1377.00
494,الخير,412/1,"Wednesday, 19 January 2022 ",500000.0,363.00,1377.00
495,الخير,475/1,"Monday, 17 January 2022 ",575000.0,375.00,1533.00
496,الخير,475/2,"Monday, 17 January 2022 ",575000.0,375.00,1533.00
497,الخير,50/2,"Sunday, 16 January 2022 ",530000.0,375.00,1413.00
498,الخير,542/2,"Tuesday, 25 January 2022 ",700000.0,468.00,1496.00
499,الخير,603,"Wednesday, 5 January 2022 ",900000.0,750.00,1200.00
500,الخير,603,"Monday, 17 January 2022 ",1150000.0,750.00,1533.00
501,الخير,71,"Wednesday, 19 January 2022 ",1050000.0,810.00,1296.00
502,الخير,174/2,"Tuesday, 11 January 2022 ",480000.0,390.00,1231.00
503,الخير,235,"Monday, 24 January 2022 ",1250000.0,810.00,1543.00
504,الخير,285/2,"Tuesday, 25 January 2022 ",530000.0,360.00,1472.00
505,الخير,31/1,"Thursday, 13 January 2022 ",600000.0,433.80,1383.00
506,الخير,31/2,"Sunday, 23 January 2022 ",540000.0,401.20,1346.00
507,الخير,319/2,"Tuesday, 18 January 2022 ",550000.0,360.00,1528.00
508,الخير,330/2,"Monday, 10 January 2022 ",570000.0,395.40,1442.00
509,الخير,437/2,"Monday, 10 January 2022 ",580000.0,383.94,1511.00
510,الخير,446/1,"Tuesday, 25 January 2022 ",485000.0,392.00,1237.00
511,الخير,446/2,"Thursday, 27 January 2022 ",520000.0,392.00,1327.00
512,الخير,24,"Monday, 10 January 2022 ",800000.0,712.00,1124.00
513,الخير,245/2,"Wednesday, 12 January 2022 ",430000.0,333.44,1290.00
514,الخير,445/1,"Tuesday, 18 January 2022 ",520000.0,409.23,1271.00
515,الخير,445/2,"Tuesday, 18 January 2022 ",680000.0,503.77,1350.00
516,الخير,118,"Wednesday, 5 January 2022 ",600000.0,600.00,1000.00
517,الخير,262,"Sunday, 16 January 2022 ",660000.0,600.00,1100.00
518,الخير,345,"Monday, 31 January 2022 ",700000.0,600.00,1167.00
519,الخير,386,"Wednesday, 26 January 2022 ",650000.0,608.00,1069.00
520,الخير,387,"Wednesday, 26 January 2022 ",700000.0,712.00,983.00
521,الخير,477,"Tuesday, 25 January 2022 ",400000.0,571.00,701.00
522,الخير,121,"Monday, 17 January 2022 ",1000000.0,795.01,1258.00
523,الخير,122,"Monday, 17 January 2022 ",1000000.0,795.01,1258.00
524,الخير,132,"Wednesday, 5 January 2022 ",792000.0,719.99,1100.00
525,الخير,349/1,"Monday, 17 January 2022 ",430000.0,375.00,1147.00
526,الخير,349/1,"Thursday, 20 January 2022 ",510000.0,375.00,1360.00
527,الخير,427,"Thursday, 20 January 2022 ",725000.0,736.00,985.00
528,الخير,428,"Thursday, 20 January 2022 ",725000.0,736.01,985.00
529,الخير,24/1,"Sunday, 30 January 2022 ",2557500.0,2325.00,1100.00
530,الخير,294/2,"Tuesday, 4 January 2022 ",520000.0,406.25,1280.00
531,الخير,312,"Thursday, 20 January 2022 ",1250000.0,812.50,1538.00
532,الخير,313,"Thursday, 20 January 2022 ",1250000.0,812.50,1538.00
533,الخير,436,"Sunday, 23 January 2022 ",1280000.0,736.35,1738.00
534,الخير,446,"Monday, 3 January 2022 ",1020000.0,812.50,1255.00
535,الخير,148,"Sunday, 16 January 2022 ",600000.0,620.42,967.00
536,الخير,2,"Tuesday, 18 January 2022 ",400000.0,831.59,481.00
537,الخير,366,"Sunday, 30 January 2022 ",700000.0,1151.49,608.00
538,الخير,382,"Tuesday, 11 January 2022 ",600000.0,619.99,968.00
539,الخير,382,"Monday, 24 January 2022 ",700000.0,619.99,1129.00
540,الخير,505,"Tuesday, 11 January 2022 ",800000.0,728.02,1099.00
541,الخير,530,"Thursday, 13 January 2022 ",515000.0,792.35,650.00
542,الخير,553,"Tuesday, 11 January 2022 ",750000.0,799.31,938.00
543,الخير,554,"Tuesday, 11 January 2022 ",750000.0,1073.19,699.00
544,الخير,581,"Sunday, 9 January 2022 ",650000.0,775.00,839.00
545,الخير,607,"Tuesday, 18 January 2022 ",675000.0,790.50,854.00
546,الخير,608,"Tuesday, 18 January 2022 ",675000.0,790.52,854.00
547,الخير,707,"Sunday, 16 January 2022 ",700000.0,775.11,903.00
548,الخير,707,"Thursday, 27 January 2022 ",850000.0,775.11,1097.00
549,الخير,757,"Tuesday, 25 January 2022 ",768000.0,768.00,1000.00
550,الخير,757,"Sunday, 30 January 2022 ",915000.0,768.00,1191.00
551,الخير,185/1,"Sunday, 30 January 2022 ",420000.0,403.00,1042.00
552,الخير,185/2,"Monday, 31 January 2022 ",420000.0,403.00,1042.00
553,الخير,265,"Wednesday, 19 January 2022 ",750000.0,744.00,1008.00
554,الخير,302,"Sunday, 2 January 2022 ",700000.0,743.99,941.00
555,الخير,303,"Thursday, 13 January 2022 ",750000.0,744.00,1008.00
556,الخير,314,"Sunday, 9 January 2022 ",600000.0,775.00,774.00
557,الخير,322,"Monday, 31 January 2022 ",750000.0,744.00,1008.00
558,الخير,324,"Monday, 31 January 2022 ",680000.0,743.99,914.00
559,الخير,384,"Monday, 3 January 2022 ",760000.0,840.80,904.00
560,الخير,384,"Tuesday, 25 January 2022 ",900000.0,840.80,1070.00
561,الخير,388,"Friday, 21 January 2022 ",800000.0,806.00,993.00
562,الخير,45,"Sunday, 2 January 2022 ",800000.0,790.50,1012.00
563,الخير,460,"Monday, 17 January 2022 ",700000.0,775.00,903.00
564,الخير,488/2,"Monday, 31 January 2022 ",500000.0,372.00,1344.00
565,الخير,489/1,"Thursday, 20 January 2022 ",450000.0,372.00,1210.00
566,الخير,489/2,"Thursday, 20 January 2022 ",450000.0,372.00,1210.00
567,الخير,759,"Thursday, 13 January 2022 ",810000.0,806.00,1005.00
568,الخير,794/1,"Monday, 3 January 2022 ",400000.0,372.00,1075.00
569,الخير,1031/1,"Monday, 10 January 2022 ",260000.0,420.00,619.00
570,الخير,1061,"Wednesday, 5 January 2022 ",940000.0,875.00,1074.00
571,الخير,122,"Tuesday, 18 January 2022 ",771428.0,875.00,882.00
572,الخير,124,"Tuesday, 18 January 2022 ",771428.0,875.00,882.00
573,الخير,1306,"Sunday, 2 January 2022 ",730000.0,875.00,834.00
574,الخير,1306,"Thursday, 13 January 2022 ",850000.0,875.00,971.00
575,الخير,1308,"Tuesday, 18 January 2022 ",870000.0,875.00,994.00
576,الخير,1357,"Monday, 3 January 2022 ",700000.0,750.00,933.00
577,الخير,1358,"Monday, 3 January 2022 ",700000.0,750.00,933.00
578,الخير,1378,"Tuesday, 4 January 2022 ",750000.0,750.00,1000.00
579,الخير,1378,"Wednesday, 12 January 2022 ",850000.0,750.00,1133.00
580,الخير,1379,"Monday, 10 January 2022 ",900000.0,742.35,1212.00
581,الخير,1379,"Sunday, 30 January 2022 ",1030000.0,742.35,1387.00
582,الخير,1434,"Sunday, 16 January 2022 ",950000.0,955.00,995.00
583,الخير,1435,"Sunday, 16 January 2022 ",950000.0,955.00,995.00
584,الخير,1447,"Tuesday, 25 January 2022 ",850000.0,750.00,1133.00
585,الخير,154,"Monday, 31 January 2022 ",1100000.0,840.00,1310.00
586,الخير,1610,"Tuesday, 18 January 2022 ",771428.0,780.00,989.00
587,الخير,1610,"Sunday, 23 January 2022 ",1025000.0,780.00,1314.00
588,الخير,1611,"Tuesday, 18 January 2022 ",771428.0,780.00,989.00
589,الخير,1611,"Thursday, 20 January 2022 ",1025000.0,780.00,1314.00
590,الخير,1614,"Tuesday, 18 January 2022 ",771428.0,780.00,989.00
591,الخير,1614,"Friday, 28 January 2022 ",1025000.0,780.00,1314.00
592,الخير,1648,"Sunday, 2 January 2022 ",1000000.0,810.00,1235.00
593,الخير,1745,"Tuesday, 18 January 2022 ",771428.0,765.00,1008.00
594,الخير,1745,"Monday, 31 January 2022 ",1075000.0,765.00,1405.00
595,الخير,1796/2,"Monday, 31 January 2022 ",520000.0,390.00,1333.00
596,الخير,1867,"Thursday, 20 January 2022 ",1000000.0,884.00,1131.00
597,الخير,226,"Tuesday, 18 January 2022 ",771428.0,750.00,1029.00
598,الخير,226,"Wednesday, 26 January 2022 ",875000.0,750.00,1167.00
599,الخير,231,"Sunday, 9 January 2022 ",800000.0,750.00,1067.00
600,الخير,258,"Wednesday, 19 January 2022 ",1100000.0,875.00,1257.00
601,الخير,262,"Tuesday, 18 January 2022 ",900000.0,875.00,1029.00
602,الخير,2669,"Tuesday, 18 January 2022 ",771428.0,805.00,958.00
603,الخير,2787,"Tuesday, 18 January 2022 ",771428.0,750.00,1029.00
604,الخير,2804,"Tuesday, 18 January 2022 ",771428.0,632.99,1219.00
605,الخير,2804,"Wednesday, 26 January 2022 ",710000.0,632.99,1122.00
606,الخير,2856,"Tuesday, 18 January 2022 ",771428.0,750.00,1029.00
607,الخير,2856,"Thursday, 27 January 2022 ",1000000.0,750.00,1333.00
608,الخير,2859,"Tuesday, 18 January 2022 ",771428.0,750.00,1029.00
609,الخير,2861,"Tuesday, 18 January 2022 ",771428.0,750.00,1029.00
610,الخير,2861,"Sunday, 30 January 2022 ",1075000.0,750.00,1433.00
611,الخير,2901/2,"Wednesday, 5 January 2022 ",435000.0,360.00,1208.00
